weather_severity,nas_congestion,carrier_issues,late_aircraft,season,airport,airline,delay_minutes,is_delayed
0.0786,0.1619,0.3805,1,summer,LAX,American,33.9,1
0.2232,0.8531,0.0705,0,winter,SEA,Delta,59.9,1
0.2393,0.3928,0.29,1,summer,LAX,United,56.1,1
0.4692,0.4901,0.0859,1,fall,JFK,United,74.8,1
0.1093,0.2206,0.1947,0,winter,ATL,Delta,24.8,1
0.3508,0.6394,0.3832,1,winter,BOS,JetBlue,93.7,1
0.1147,0.29,0.2807,0,winter,SEA,United,24.8,1
0.521,0.147,0.1598,1,fall,SEA,Delta,67.1,1
0.4629,0.5711,0.2191,0,winter,DFW,American,76.0,1
0.4458,0.8621,0.1304,0,fall,LAX,Southwest,69.9,1
0.4507,0.4625,0.0546,0,summer,ATL,JetBlue,51.6,1
0.2078,0.1246,0.0939,0,winter,DFW,Southwest,24.8,1
0.5531,0.4263,0.0692,0,winter,LAX,JetBlue,86.6,1
0.2414,0.5134,0.1774,1,winter,LAX,Southwest,68.4,1
0.3522,0.3499,0.3855,1,winter,JFK,JetBlue,71.5,1
0.5623,0.6336,0.1116,1,winter,ATL,JetBlue,113.5,1
0.066,0.7792,0.2883,0,summer,ORD,JetBlue,65.5,1
0.478,0.4608,0.4426,0,winter,LAX,Delta,79.3,1
0.362,0.3004,0.2335,0,winter,DFW,Delta,58.5,1
0.4016,0.401,0.0706,0,summer,ATL,American,41.4,1
0.1448,0.5593,0.0403,0,summer,SEA,American,40.2,1
0.1485,0.3351,0.1117,1,winter,BOS,Southwest,61.3,1
0.2673,0.5207,0.4255,0,winter,BOS,Delta,64.6,1
0.2665,0.0447,0.2194,1,spring,BOS,Delta,46.3,1
0.2017,0.3115,0.3273,0,fall,LAX,Delta,39.0,1
0.5191,0.4166,0.4284,0,spring,BOS,American,66.2,1
0.0126,0.2942,0.1848,1,summer,BOS,United,49.4,1
0.2301,0.3828,0.1523,1,summer,ORD,Southwest,63.1,1
0.0892,0.4572,0.3547,0,summer,ORD,JetBlue,48.8,1
0.5437,0.216,0.3973,1,winter,LAX,American,90.9,1
0.3381,0.2659,0.0329,0,fall,JFK,JetBlue,33.6,1
0.221,0.7711,0.1604,0,spring,BOS,Southwest,54.0,1
0.1223,0.3119,0.1086,1,winter,LAX,Delta,56.8,1
0.3272,0.2079,0.2198,1,summer,LAX,Southwest,62.6,1
0.1,0.6277,0.0561,0,fall,SEA,Delta,25.6,1
0.3376,0.5126,0.1813,0,summer,BOS,JetBlue,60.3,1
0.5829,0.5806,0.1876,1,spring,DFW,American,95.2,1
0.549,0.5292,0.1481,1,fall,DFW,Southwest,83.1,1
0.1444,0.5695,0.1517,0,winter,JFK,United,49.8,1
0.5398,0.7255,0.096,1,winter,DFW,Southwest,99.3,1
0.0491,0.4779,0.0628,1,winter,LAX,Southwest,50.6,1
0.2269,0.6216,0.6439,0,winter,JFK,United,68.5,1
0.1507,0.6919,0.3769,0,spring,DFW,Southwest,54.0,1
0.0398,0.1396,0.0406,0,summer,DFW,JetBlue,15.7,1
0.42,0.5286,0.1565,0,spring,LAX,JetBlue,57.3,1
0.4703,0.3995,0.0506,0,winter,SEA,Southwest,59.3,1
0.4593,0.2068,0.2119,1,summer,JFK,Delta,75.9,1
0.2929,0.5135,0.3066,0,summer,DFW,American,49.3,1
0.3253,0.4094,0.0704,0,fall,ATL,American,28.9,1
0.6083,0.4393,0.4946,1,winter,LAX,American,104.5,1
0.228,0.4217,0.4244,0,spring,ATL,American,51.5,1
0.3286,0.4803,0.236,0,winter,ORD,Delta,59.5,1
0.1889,0.4987,0.3802,0,winter,SEA,Delta,34.4,1
0.4759,0.3273,0.3065,0,spring,DFW,Delta,47.7,1
0.462,0.16,0.5855,0,fall,ATL,Southwest,44.2,1
0.3355,0.5004,0.1048,0,winter,ORD,Southwest,59.1,1
0.2913,0.2749,0.4094,0,fall,LAX,Southwest,40.3,1
0.301,0.1733,0.2635,0,summer,ATL,American,53.3,1
0.3272,0.1021,0.1668,0,winter,JFK,American,29.2,1
0.0676,0.4852,0.1831,0,winter,SEA,Southwest,43.5,1
0.3328,0.6363,0.2353,1,winter,LAX,American,86.9,1
0.5689,0.3875,0.0166,0,winter,LAX,Delta,72.9,1
0.1687,0.5563,0.0666,0,summer,SEA,JetBlue,40.0,1
0.3235,0.1829,0.2698,1,winter,BOS,Delta,68.4,1
0.2595,0.2842,0.204,0,winter,SEA,United,44.2,1
0.2107,0.3969,0.217,1,summer,JFK,Delta,54.3,1
0.4454,0.3938,0.2435,0,summer,BOS,Southwest,51.9,1
0.1925,0.3839,0.2481,0,fall,LAX,Delta,33.0,1
0.4216,0.5323,0.4476,0,spring,BOS,United,53.3,1
0.3148,0.5142,0.3433,1,spring,ORD,United,83.9,1
0.0892,0.229,0.2955,0,winter,DFW,Delta,18.3,1
0.1814,0.3215,0.0814,0,winter,LAX,Southwest,34.2,1
0.2889,0.2577,0.0616,0,fall,ATL,JetBlue,32.1,1
0.1912,0.5924,0.1327,1,winter,LAX,Delta,79.1,1
0.2546,0.4641,0.4636,0,spring,JFK,American,56.4,1
0.2626,0.3401,0.4638,1,fall,ATL,American,60.3,1
0.1869,0.2311,0.3726,0,winter,JFK,JetBlue,33.8,1
0.1236,0.4115,0.146,0,winter,LAX,Southwest,20.9,1
0.3591,0.3234,0.1779,0,winter,SEA,American,52.6,1
0.0072,0.4416,0.139,0,fall,SEA,Delta,19.0,1
0.2254,0.4936,0.3304,0,fall,ORD,United,50.8,1
0.3683,0.5626,0.0436,1,winter,ATL,JetBlue,83.7,1
0.4701,0.4989,0.0655,0,summer,LAX,Delta,42.6,1
0.2334,0.6317,0.5471,0,fall,LAX,Southwest,54.8,1
0.6046,0.2432,0.1244,0,spring,JFK,American,56.5,1
0.1116,0.4401,0.458,0,summer,BOS,JetBlue,35.8,1
0.2918,0.5598,0.3673,0,winter,LAX,American,56.2,1
0.2437,0.3674,0.1936,1,summer,ORD,United,74.7,1
0.0912,0.1456,0.3862,1,spring,BOS,United,44.0,1
0.3424,0.3242,0.0645,0,summer,ATL,JetBlue,39.5,1
0.2614,0.5882,0.2729,1,summer,LAX,Southwest,77.3,1
0.1055,0.618,0.3183,0,summer,JFK,JetBlue,56.6,1
0.3394,0.3075,0.2759,1,fall,ORD,JetBlue,68.0,1
0.0667,0.3295,0.341,0,winter,DFW,Southwest,24.1,1
0.3948,0.5606,0.363,0,winter,ORD,United,80.1,1
0.1702,0.2978,0.1867,0,winter,LAX,American,28.6,1
0.6912,0.4849,0.2757,0,spring,LAX,United,65.3,1
0.1702,0.2716,0.0222,1,spring,ATL,American,39.6,1
0.2597,0.2504,0.3449,1,spring,LAX,American,53.0,1
0.3409,0.299,0.3516,1,fall,ORD,JetBlue,72.9,1
0.1936,0.2192,0.2844,0,summer,SEA,JetBlue,31.7,1
0.4421,0.4865,0.3707,0,winter,DFW,JetBlue,66.1,1
0.2918,0.0906,0.1427,0,spring,ORD,American,18.8,1
0.0432,0.288,0.3267,0,fall,SEA,Delta,32.5,1
0.0853,0.4989,0.31,1,winter,LAX,American,66.2,1
0.4738,0.5511,0.326,0,spring,LAX,JetBlue,73.8,1
0.274,0.6001,0.4881,0,summer,DFW,Delta,51.0,1
0.2374,0.2425,0.5261,0,winter,DFW,Delta,33.3,1
0.2671,0.5798,0.2522,0,fall,ATL,United,52.8,1
0.1035,0.5367,0.3097,0,winter,DFW,JetBlue,40.2,1
0.228,0.561,0.1934,0,spring,JFK,JetBlue,46.3,1
0.2627,0.8086,0.2724,0,fall,LAX,Delta,43.6,1
0.6891,0.4512,0.6847,1,spring,SEA,JetBlue,100.2,1
0.2506,0.5123,0.2596,1,fall,SEA,American,62.3,1
0.2446,0.5404,0.2647,0,fall,ATL,Southwest,38.3,1
0.2767,0.2983,0.1547,1,spring,BOS,Southwest,54.3,1
0.2722,0.7715,0.0668,0,fall,ORD,JetBlue,47.9,1
0.2299,0.3405,0.3324,0,winter,ATL,Delta,52.2,1
0.4257,0.5049,0.1168,0,spring,SEA,Delta,46.8,1
0.2227,0.2634,0.3659,0,fall,LAX,Southwest,30.8,1
0.4774,0.1372,0.1413,0,summer,LAX,Southwest,51.3,1
0.231,0.5965,0.267,0,summer,DFW,JetBlue,44.7,1
0.4314,0.5104,0.0781,0,winter,DFW,United,53.0,1
0.3869,0.1585,0.4215,0,summer,JFK,Delta,49.3,1
0.2087,0.4337,0.2455,0,fall,SEA,JetBlue,26.3,1
0.09,0.19,0.0807,0,summer,JFK,American,1.7,0
0.6039,0.2601,0.1937,0,fall,SEA,Delta,49.8,1
0.2265,0.436,0.2349,0,summer,SEA,JetBlue,41.6,1
0.3043,0.205,0.4619,0,spring,LAX,Delta,33.4,1
0.1646,0.2701,0.2256,0,winter,LAX,United,22.2,1
0.1824,0.5343,0.4062,0,summer,JFK,United,58.5,1
0.4766,0.4305,0.2049,1,winter,JFK,Delta,89.7,1
0.5264,0.692,0.4216,1,spring,DFW,Delta,101.4,1
0.3609,0.5888,0.3335,0,spring,BOS,American,63.5,1
0.251,0.3464,0.3719,1,summer,SEA,American,61.6,1
0.3835,0.8488,0.0763,0,winter,ATL,JetBlue,65.8,1
0.1959,0.6972,0.1689,0,fall,DFW,American,49.4,1
0.2976,0.4543,0.1793,1,fall,JFK,JetBlue,71.5,1
0.1324,0.2961,0.1116,0,summer,SEA,JetBlue,27.0,1
0.1263,0.5988,0.2374,0,summer,SEA,American,41.3,1
0.3548,0.5475,0.2151,0,spring,ORD,Delta,64.4,1
0.322,0.3807,0.3531,0,winter,JFK,Southwest,83.1,1
0.3108,0.4113,0.292,0,winter,SEA,JetBlue,65.1,1
0.2266,0.45,0.3605,0,spring,SEA,American,44.9,1
0.3117,0.6544,0.3376,0,fall,ORD,American,70.1,1
0.1722,0.6111,0.2819,1,spring,DFW,Delta,67.1,1
0.0415,0.4913,0.1068,0,winter,DFW,Delta,11.0,0
0.2762,0.5192,0.0934,0,spring,DFW,United,53.6,1
0.0943,0.3509,0.4559,1,winter,BOS,United,59.8,1
0.4118,0.2569,0.3048,0,summer,SEA,American,37.2,1
0.5157,0.3767,0.4003,0,spring,LAX,American,64.3,1
0.6342,0.7098,0.3628,1,spring,LAX,Southwest,117.5,1
0.2717,0.2064,0.1489,0,summer,DFW,Southwest,35.4,1
0.1612,0.5047,0.0718,1,summer,BOS,Delta,60.6,1
0.302,0.3105,0.2592,0,spring,ATL,American,48.3,1
0.2475,0.4918,0.3055,1,winter,BOS,American,82.5,1
0.2774,0.1198,0.2217,0,fall,LAX,American,14.8,0
0.4722,0.3292,0.1747,0,winter,ATL,Southwest,52.8,1
0.219,0.4246,0.0919,1,fall,LAX,JetBlue,51.3,1
0.2513,0.1561,0.3569,1,summer,JFK,JetBlue,62.7,1
0.1345,0.8026,0.5066,0,fall,DFW,United,65.7,1
0.2575,0.6464,0.1671,1,fall,LAX,JetBlue,65.0,1
0.5758,0.2783,0.2749,0,winter,JFK,United,80.8,1
0.1748,0.2163,0.5684,0,spring,ATL,JetBlue,47.0,1
0.4404,0.1428,0.2898,0,winter,LAX,United,51.1,1
0.24,0.3477,0.0833,0,spring,BOS,Delta,21.0,1
0.4458,0.5245,0.2895,0,winter,SEA,Delta,73.0,1
0.4181,0.3283,0.2336,0,summer,ATL,Southwest,65.0,1
0.1248,0.1351,0.2407,0,summer,SEA,Southwest,17.3,1
0.4136,0.4384,0.1719,0,summer,BOS,American,67.8,1
0.0855,0.2823,0.0675,0,winter,DFW,Delta,16.9,1
0.1024,0.3846,0.3129,0,winter,LAX,Southwest,31.9,1
0.2285,0.3597,0.5115,0,spring,DFW,United,55.4,1
0.5467,0.3433,0.3454,0,winter,BOS,Delta,69.6,1
0.3511,0.6321,0.0642,0,spring,ORD,Delta,46.6,1
0.1394,0.6108,0.2654,0,summer,BOS,United,53.7,1
0.0537,0.6541,0.1758,1,fall,DFW,United,52.7,1
0.3807,0.4427,0.1658,0,winter,SEA,Delta,62.6,1
0.2794,0.1643,0.0925,0,winter,ATL,American,40.8,1
0.3067,0.4661,0.1993,0,summer,ATL,Delta,60.2,1
0.343,0.6606,0.1633,1,spring,DFW,Delta,70.3,1
0.4761,0.5587,0.2177,0,spring,LAX,American,48.2,1
0.2555,0.461,0.2437,1,summer,LAX,Delta,66.7,1
0.5012,0.6152,0.1999,0,spring,ATL,United,60.7,1
0.154,0.5895,0.1794,0,summer,ATL,JetBlue,31.2,1
0.0632,0.6217,0.3811,0,spring,BOS,United,44.5,1
0.4483,0.4351,0.296,0,winter,JFK,American,70.9,1
0.11,0.5919,0.118,0,fall,LAX,American,37.0,1
0.2998,0.2148,0.1288,0,summer,SEA,American,34.7,1
0.5363,0.5769,0.3383,0,spring,JFK,Delta,67.1,1
0.0671,0.389,0.086,0,fall,ATL,American,37.8,1
0.3373,0.3442,0.2397,0,winter,ATL,United,50.5,1
0.0616,0.2957,0.2062,1,spring,JFK,United,46.1,1
0.2669,0.2451,0.0856,0,fall,LAX,American,23.8,1
0.0147,0.2754,0.0086,0,fall,SEA,JetBlue,17.3,1
0.0929,0.5743,0.3144,0,spring,LAX,American,34.4,1
0.1621,0.6956,0.1262,0,summer,ATL,United,53.5,1
0.0556,0.3997,0.1709,1,spring,ORD,Delta,60.1,1
0.3629,0.1941,0.0836,1,spring,ORD,Southwest,53.1,1
0.3262,0.5125,0.1412,0,summer,SEA,Southwest,43.6,1
0.5517,0.3852,0.191,1,spring,ATL,JetBlue,94.1,1
0.1099,0.172,0.1843,0,summer,BOS,United,22.8,1
0.2172,0.3803,0.1315,0,spring,SEA,American,11.4,0
0.0782,0.6315,0.1211,0,winter,ORD,United,41.6,1
0.1768,0.2891,0.1586,0,winter,ATL,Delta,38.0,1
0.5954,0.5242,0.3323,0,fall,LAX,Southwest,58.9,1
0.3972,0.3132,0.1565,0,summer,LAX,Delta,42.9,1
0.1056,0.5298,0.1763,0,fall,SEA,United,39.2,1
0.0312,0.6086,0.2787,0,fall,SEA,Southwest,29.1,1
0.028,0.4336,0.1643,0,winter,BOS,American,30.2,1
0.368,0.1689,0.1956,0,winter,ORD,United,45.8,1
0.1591,0.5826,0.2606,0,spring,BOS,American,47.5,1
0.7381,0.5261,0.1826,1,winter,ORD,Southwest,120.1,1
0.2437,0.7018,0.2979,1,winter,LAX,United,81.1,1
0.171,0.2461,0.1371,0,fall,SEA,Southwest,26.3,1
0.0807,0.4629,0.1327,0,fall,DFW,Southwest,21.1,1
0.4478,0.804,0.0788,0,winter,DFW,United,71.7,1
0.1974,0.2949,0.1603,0,spring,JFK,JetBlue,43.6,1
0.2615,0.2201,0.1254,1,fall,JFK,Delta,56.8,1
0.2792,0.4797,0.3255,0,summer,SEA,American,56.2,1
0.2492,0.5008,0.1881,1,summer,BOS,Southwest,72.0,1
0.3888,0.3029,0.2521,1,spring,ORD,Southwest,72.1,1
0.0898,0.6249,0.1925,1,winter,BOS,United,63.3,1
0.2394,0.4452,0.3735,0,winter,JFK,American,58.0,1
0.2005,0.4712,0.4443,0,fall,DFW,Delta,44.3,1
0.401,0.0165,0.2777,0,winter,ATL,JetBlue,48.7,1
0.4674,0.4244,0.1005,0,winter,ATL,Southwest,61.0,1
0.1279,0.3985,0.4617,0,winter,DFW,United,43.8,1
0.4037,0.2743,0.4308,0,spring,ATL,Southwest,69.0,1
0.0895,0.6119,0.2534,0,summer,JFK,Southwest,46.5,1
0.2478,0.5112,0.3401,0,summer,ORD,JetBlue,48.8,1
0.2645,0.5974,0.4002,0,winter,DFW,American,66.0,1
0.455,0.3712,0.1394,0,spring,LAX,JetBlue,44.6,1
0.3895,0.3571,0.1211,1,spring,LAX,JetBlue,56.8,1
0.0972,0.5297,0.2638,0,winter,ORD,Delta,49.2,1
0.3829,0.2328,0.1057,0,summer,ATL,Southwest,47.9,1
0.2978,0.5663,0.1098,0,fall,LAX,JetBlue,34.9,1
0.5904,0.4949,0.3514,0,summer,BOS,Southwest,83.6,1
0.1761,0.2934,0.1337,0,winter,LAX,American,25.7,1
0.2144,0.2829,0.2737,0,summer,SEA,United,28.7,1
0.6205,0.4392,0.0217,0,winter,DFW,Southwest,73.6,1
0.4872,0.2424,0.2858,0,summer,ATL,American,59.0,1
0.0962,0.5106,0.6044,0,fall,ATL,American,55.7,1
0.2497,0.3931,0.6012,0,fall,ORD,Southwest,54.6,1
0.3412,0.6163,0.1851,0,fall,BOS,Delta,42.5,1
0.4009,0.3176,0.2793,0,spring,DFW,JetBlue,36.4,1
0.1179,0.5917,0.2112,0,summer,ORD,JetBlue,45.4,1
0.5573,0.1618,0.3229,0,winter,JFK,JetBlue,68.6,1
0.0629,0.2649,0.2711,0,fall,ORD,Delta,22.3,1
0.123,0.1029,0.1546,0,spring,JFK,Southwest,24.5,1
0.5303,0.2647,0.5314,0,summer,ATL,JetBlue,77.6,1
0.271,0.367,0.2403,0,spring,ORD,Southwest,35.5,1
0.2771,0.3756,0.216,1,spring,BOS,Delta,64.5,1
0.3012,0.6667,0.6205,0,spring,DFW,United,71.4,1
0.1401,0.1948,0.0226,1,spring,BOS,Delta,49.5,1
0.0737,0.3718,0.3214,0,fall,SEA,Delta,29.4,1
0.3292,0.6903,0.2517,0,fall,BOS,American,57.0,1
0.3598,0.2894,0.3284,1,spring,LAX,United,54.5,1
0.3098,0.1667,0.4941,0,winter,SEA,American,45.5,1
0.1804,0.5412,0.3933,0,spring,DFW,American,51.4,1
0.1105,0.31,0.4311,0,winter,LAX,Southwest,44.9,1
0.2269,0.5115,0.1987,0,summer,LAX,JetBlue,32.1,1
0.6389,0.2159,0.2908,0,winter,ORD,JetBlue,84.2,1
0.2431,0.5566,0.2651,0,winter,DFW,American,61.9,1
0.216,0.3622,0.0468,1,winter,ATL,Delta,63.8,1
0.2486,0.2626,0.1325,0,fall,DFW,Southwest,21.2,1
0.2375,0.2408,0.113,0,fall,LAX,American,35.9,1
0.5319,0.3949,0.136,0,winter,ATL,Southwest,67.4,1
0.3904,0.5948,0.3969,0,summer,ATL,Delta,69.1,1
0.1697,0.1841,0.2573,0,fall,JFK,Delta,18.2,1
0.204,0.4733,0.5419,0,spring,JFK,Delta,38.9,1
0.2549,0.164,0.1524,0,winter,BOS,Southwest,39.3,1
0.2891,0.4072,0.2366,1,winter,JFK,United,82.2,1
0.1408,0.6349,0.211,1,spring,LAX,Delta,67.4,1
0.1885,0.251,0.1519,0,winter,BOS,United,24.7,1
0.5652,0.3579,0.0621,0,winter,BOS,American,73.4,1
0.5441,0.4385,0.5241,1,fall,SEA,United,93.0,1
0.2075,0.3838,0.1056,0,fall,BOS,Southwest,51.9,1
0.1938,0.1741,0.1845,0,fall,BOS,United,21.9,1
0.3917,0.2771,0.0766,0,summer,JFK,Southwest,29.3,1
0.0549,0.3046,0.2459,0,summer,ATL,JetBlue,21.8,1
0.5132,0.4766,0.3489,0,summer,BOS,Delta,63.2,1
0.168,0.3867,0.1121,1,fall,ORD,United,60.3,1
0.3498,0.4749,0.2332,1,winter,DFW,Delta,87.1,1
0.0647,0.2832,0.1559,1,summer,BOS,American,43.8,1
0.3992,0.5484,0.2932,0,fall,JFK,United,66.9,1
0.3602,0.233,0.2617,0,summer,DFW,JetBlue,41.4,1
0.3368,0.5993,0.5067,0,fall,BOS,American,44.8,1
0.1257,0.7509,0.3321,0,winter,LAX,JetBlue,49.6,1
0.1867,0.6295,0.1404,0,spring,BOS,American,40.7,1
0.3091,0.2628,0.2337,0,summer,BOS,Southwest,41.1,1
0.1611,0.4507,0.1551,0,winter,ATL,Southwest,48.6,1
0.156,0.6264,0.0691,1,winter,LAX,Southwest,56.1,1
0.4892,0.4146,0.1383,0,fall,BOS,Delta,46.2,1
0.0406,0.7903,0.2887,0,summer,BOS,Southwest,63.1,1
0.5013,0.421,0.3681,0,winter,ORD,Delta,73.0,1
0.1255,0.6238,0.1851,1,winter,BOS,United,67.4,1
0.3783,0.3371,0.4029,0,spring,LAX,American,61.7,1
0.3222,0.5547,0.224,0,fall,JFK,JetBlue,55.5,1
0.1214,0.3226,0.0736,0,fall,ATL,American,35.5,1
0.1648,0.3935,0.125,1,spring,ORD,American,55.4,1
0.4211,0.6058,0.4196,1,spring,JFK,United,90.9,1
0.2231,0.0817,0.1879,0,summer,DFW,Southwest,15.8,1
0.7475,0.2514,0.5591,0,summer,DFW,Delta,79.0,1
0.1765,0.1917,0.3038,0,winter,JFK,American,29.3,1
0.1694,0.7136,0.5561,0,winter,JFK,American,63.1,1
0.1012,0.2671,0.1513,0,fall,SEA,American,22.1,1
0.1552,0.8873,0.2131,0,spring,DFW,JetBlue,56.8,1
0.2517,0.1987,0.3188,0,winter,ORD,Delta,40.3,1
0.6988,0.1256,0.4196,0,fall,BOS,American,53.9,1
0.1629,0.2946,0.226,0,summer,ATL,JetBlue,43.9,1
0.0359,0.3863,0.4454,0,summer,DFW,United,42.8,1
0.1869,0.6089,0.203,0,summer,SEA,Southwest,43.8,1
0.2802,0.291,0.2035,0,spring,DFW,United,40.0,1
0.504,0.6803,0.1717,0,fall,ATL,Delta,69.2,1
0.2905,0.616,0.2448,1,spring,BOS,American,81.5,1
0.2137,0.3676,0.225,0,winter,ATL,American,37.2,1
0.1742,0.5425,0.1045,0,summer,JFK,JetBlue,28.9,1
0.3992,0.3302,0.566,0,spring,LAX,American,67.4,1
0.2659,0.3303,0.0855,0,winter,BOS,American,41.7,1
0.402,0.574,0.3024,0,winter,BOS,American,75.5,1
0.1054,0.3448,0.3317,0,spring,ATL,Southwest,25.2,1
0.1896,0.5636,0.202,0,summer,ATL,Southwest,44.3,1
0.3548,0.4583,0.4401,0,spring,LAX,Delta,42.6,1
0.0785,0.6218,0.1778,1,fall,LAX,Delta,50.5,1
0.1235,0.4798,0.2156,0,summer,LAX,Southwest,36.4,1
0.2414,0.593,0.1862,0,fall,JFK,Southwest,51.6,1
0.4689,0.3873,0.477,0,fall,ORD,United,61.9,1
0.5492,0.6717,0.0659,0,winter,DFW,Delta,78.8,1
0.1321,0.2787,0.3209,0,fall,DFW,JetBlue,31.8,1
0.2989,0.5542,0.5385,0,winter,ORD,Southwest,51.1,1
0.5147,0.1698,0.4534,0,summer,ORD,Southwest,63.2,1
0.4009,0.5462,0.5149,0,spring,LAX,American,78.1,1
0.2842,0.5663,0.0601,0,spring,LAX,Delta,28.0,1
0.3175,0.7587,0.3815,0,winter,BOS,Southwest,59.8,1
0.1385,0.5344,0.2043,0,fall,LAX,Delta,20.0,1
0.201,0.2667,0.4516,0,summer,JFK,American,49.8,1
0.2419,0.4732,0.2048,0,winter,ORD,Delta,43.8,1
0.2296,0.2848,0.3763,1,winter,ORD,Delta,72.1,1
0.2157,0.2972,0.2182,0,winter,JFK,Delta,43.7,1
0.1231,0.402,0.3434,1,summer,ORD,Delta,64.0,1
0.5161,0.0623,0.1101,0,spring,BOS,JetBlue,30.1,1
0.2623,0.7072,0.2929,1,fall,LAX,Delta,71.1,1
0.231,0.4703,0.2384,0,winter,LAX,JetBlue,34.5,1
0.096,0.2625,0.1818,1,spring,SEA,Southwest,53.1,1
0.3404,0.3376,0.2858,0,spring,BOS,Southwest,52.0,1
0.1569,0.4125,0.213,0,fall,LAX,JetBlue,31.6,1
0.162,0.2919,0.0707,0,summer,LAX,Southwest,17.7,1
0.1946,0.2845,0.1471,1,summer,BOS,United,56.3,1
0.3889,0.4105,0.415,0,summer,SEA,American,54.7,1
0.324,0.6743,0.5038,0,summer,LAX,American,59.8,1
0.057,0.6407,0.2812,0,fall,ATL,American,43.5,1
0.5068,0.5311,0.1157,0,winter,LAX,American,65.4,1
0.3044,0.2498,0.0588,0,winter,SEA,Southwest,47.0,1
0.2972,0.3517,0.1804,0,winter,ATL,American,40.8,1
0.1367,0.5455,0.1297,1,spring,BOS,Delta,60.9,1
0.4491,0.2785,0.1255,0,spring,JFK,JetBlue,35.7,1
0.2518,0.5206,0.2811,0,winter,JFK,Southwest,56.9,1
0.1695,0.1203,0.3768,0,summer,ATL,American,31.1,1
0.0801,0.4926,0.0854,1,fall,BOS,Southwest,53.5,1
0.2325,0.7239,0.3384,0,winter,ORD,American,79.6,1
0.4842,0.6579,0.3419,0,summer,LAX,United,83.2,1
0.1693,0.6672,0.2531,1,fall,DFW,United,45.3,1
0.0748,0.5545,0.3705,0,winter,BOS,Southwest,51.4,1
0.1852,0.4645,0.4608,0,winter,ORD,United,57.6,1
0.168,0.7671,0.2471,1,spring,ORD,Delta,85.2,1
0.2763,0.2879,0.3425,0,winter,DFW,Delta,42.8,1
0.131,0.5259,0.6073,0,summer,DFW,JetBlue,53.6,1
0.1543,0.5916,0.2064,1,fall,LAX,United,63.7,1
0.0899,0.0511,0.3441,0,spring,BOS,Southwest,23.6,1
0.3466,0.4054,0.05,1,winter,ATL,Southwest,75.7,1
0.165,0.4745,0.2466,0,summer,BOS,United,46.8,1
0.1454,0.3345,0.1084,0,fall,SEA,JetBlue,30.4,1
0.4512,0.2729,0.0464,0,summer,LAX,American,41.3,1
0.5292,0.5624,0.341,0,summer,LAX,American,74.6,1
0.3772,0.2284,0.1253,0,summer,SEA,American,42.5,1
0.4977,0.2058,0.0847,1,spring,LAX,JetBlue,64.0,1
0.4232,0.337,0.147,1,spring,BOS,United,63.8,1
0.2173,0.4552,0.183,0,spring,LAX,Southwest,28.6,1
0.1055,0.193,0.3426,0,winter,ORD,JetBlue,32.5,1
0.1771,0.594,0.1687,0,winter,ORD,JetBlue,59.3,1
0.156,0.3319,0.4575,0,spring,ATL,Delta,33.9,1
0.3583,0.2081,0.0761,0,summer,DFW,Delta,40.7,1
0.2382,0.171,0.3653,0,winter,JFK,United,35.7,1
0.0444,0.6553,0.1051,0,fall,ATL,Southwest,36.6,1
0.1774,0.4201,0.1101,0,summer,BOS,American,31.3,1
0.0811,0.5546,0.314,0,fall,BOS,American,36.0,1
0.2333,0.7995,0.1841,0,winter,LAX,American,51.3,1
0.4563,0.4078,0.4798,0,summer,LAX,American,89.2,1
0.111,0.6297,0.488,0,winter,ORD,United,71.3,1
0.5241,0.2466,0.1603,0,spring,ATL,United,49.7,1
0.2494,0.3398,0.1851,0,summer,DFW,Delta,33.3,1
0.3577,0.1315,0.2915,1,summer,BOS,American,55.3,1
0.1411,0.6452,0.249,0,winter,JFK,American,42.4,1
0.2562,0.788,0.4803,0,winter,ATL,Southwest,72.9,1
0.524,0.2098,0.0367,0,spring,DFW,American,46.2,1
0.4819,0.2234,0.3973,1,summer,LAX,United,70.6,1
0.264,0.1875,0.1711,0,winter,BOS,Delta,40.3,1
0.2235,0.2531,0.1969,0,fall,JFK,JetBlue,31.3,1
0.2764,0.3735,0.4263,0,spring,JFK,American,49.7,1
0.3211,0.4336,0.0536,0,fall,DFW,American,57.8,1
0.5574,0.2835,0.3746,1,summer,SEA,JetBlue,86.2,1
0.1622,0.3094,0.335,1,fall,BOS,JetBlue,58.9,1
0.1548,0.4894,0.2429,0,spring,BOS,Southwest,34.9,1
0.2096,0.7116,0.2427,1,summer,ATL,United,76.8,1
0.1069,0.6701,0.2484,0,spring,ATL,American,37.9,1
0.3644,0.2405,0.2178,0,winter,SEA,JetBlue,36.2,1
0.0699,0.6775,0.4257,0,winter,ATL,Delta,48.3,1
0.5753,0.4055,0.245,0,winter,JFK,JetBlue,81.0,1
0.2817,0.1304,0.3761,0,summer,DFW,JetBlue,19.7,1
0.3794,0.2702,0.1349,0,fall,ORD,United,37.4,1
0.0457,0.2303,0.1844,0,winter,JFK,American,15.7,1
0.3907,0.3718,0.2105,0,fall,SEA,JetBlue,46.6,1
0.3259,0.6176,0.3812,0,spring,BOS,JetBlue,55.3,1
0.3451,0.6047,0.333,1,spring,JFK,American,93.5,1
0.237,0.1737,0.1547,0,winter,ATL,United,28.9,1
